Model,Branded variable name,Frequency,STASH,Section,Item,time_profile,domain_profile,usage_profile
HadGEM3-GC31,jno2_tavg-l-hxy-u,mon,m01s50i229,50,229,TMONMN,DALLTH,UP4
HadGEM3-GC31,jno2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,isop_tavg-l-hxy-u,mon,m01s34i027,34,027,TMONMN,DALLTH,UP4
UKESM1,isop_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,isop_tavg-l-hxy-u,mon,m01s34i027,34,027,TMONMN,DALLTH,UP4
HadGEM3-GC31,isop_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,hno3_tavg-l-hxy-u,mon,m01s34i007,34,007,TMONMN,DALLTH,UP4
UKESM1,hno3_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,hno3_tavg-l-hxy-u,mon,m01s34i007,34,007,TMONMN,DALLTH,UP4
HadGEM3-GC31,hno3_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,hcl_tavg-l-hxy-u,mon,m01s34i992,34,992,TMONMN,DALLTH,UP4
UKESM1,hcl_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,hcl_tavg-l-hxy-u,mon,m01s34i992,34,992,TMONMN,DALLTH,UP4
HadGEM3-GC31,hcl_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,hcho_tavg-l-hxy-u,mon,m01s34i011,34,011,TMONMN,DALLTH,UP4
UKESM1,hcho_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,hcho_tavg-l-hxy-u,mon,m01s34i011,34,011,TMONMN,DALLTH,UP4
HadGEM3-GC31,hcho_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,emivoc_tavg-u-hxy-u,mon,m01s50i159,50,159,TMONMN,DIAG,UP4
UKESM1,emivoc_tavg-u-hxy-u,mon,m01s50i160,50,160,TMONMN,DIAG,UP4
UKESM1,emivoc_tavg-u-hxy-u,mon,m01s50i161,50,161,TMONMN,DIAG,UP4
UKESM1,emivoc_tavg-u-hxy-u,mon,m01s50i162,50,162,TMONMN,DIAG,UP4
UKESM1,emivoc_tavg-u-hxy-u,mon,m01s50i163,50,163,TMONMN,DIAG,UP4
UKESM1,emivoc_tavg-u-hxy-u,mon,m01s50i212,50,212,TMONMN,DIAG,UP4
UKESM1,emivoc_tavg-u-hxy-u,mon,m01s50i300,50,300,TMONMN,DIAG,UP4
UKESM1,emivoc_tavg-u-hxy-u,mon,m01s50i301,50,301,TMONMN,DIAG,UP4
HadGEM3-GC31,emivoc_tavg-u-hxy-u,mon,m01s50i159,50,159,TMONMN,DIAG,UP4
HadGEM3-GC31,emivoc_tavg-u-hxy-u,mon,m01s50i160,50,160,TMONMN,DIAG,UP4
HadGEM3-GC31,emivoc_tavg-u-hxy-u,mon,m01s50i161,50,161,TMONMN,DIAG,UP4
HadGEM3-GC31,emivoc_tavg-u-hxy-u,mon,m01s50i162,50,162,TMONMN,DIAG,UP4
HadGEM3-GC31,emivoc_tavg-u-hxy-u,mon,m01s50i163,50,163,TMONMN,DIAG,UP4
HadGEM3-GC31,emivoc_tavg-u-hxy-u,mon,m01s50i212,50,212,TMONMN,DIAG,UP4
HadGEM3-GC31,emivoc_tavg-u-hxy-u,mon,m01s50i300,50,300,TMONMN,DIAG,UP4
HadGEM3-GC31,emivoc_tavg-u-hxy-u,mon,m01s50i301,50,301,TMONMN,DIAG,UP4
UKESM1,emiss_tavg-u-hxy-u,mon,m01s38i204,38,204,TMONMN,DALLTH,UP4
UKESM1,emiss_tavg-u-hxy-u,mon,m01s38i205,38,205,TMONMN,DALLTH,UP4
HadGEM3-GC31,emiss_tavg-u-hxy-u,mon,m01s38i204,38,204,TMONMN,DALLTH,UP4
HadGEM3-GC31,emiss_tavg-u-hxy-u,mon,m01s38i205,38,205,TMONMN,DALLTH,UP4
UKESM1,emiso4_tavg-u-hxy-u,mon,m01s38i201,38,201,TMONMN,DALLTH,UP4
UKESM1,emiso4_tavg-u-hxy-u,mon,m01s38i202,38,202,TMONMN,DALLTH,UP4
UKESM1,emiso4_tavg-u-hxy-u,mon,m01s38i203,38,203,TMONMN,DALLTH,UP4
HadGEM3-GC31,emiso4_tavg-u-hxy-u,mon,m01s38i201,38,201,TMONMN,DALLTH,UP4
HadGEM3-GC31,emiso4_tavg-u-hxy-u,mon,m01s38i202,38,202,TMONMN,DALLTH,UP4
HadGEM3-GC31,emiso4_tavg-u-hxy-u,mon,m01s38i203,38,203,TMONMN,DALLTH,UP4
UKESM1,emiso2_tavg-u-hxy-u,mon,m01s50i215,50,215,TMONMN,DIAG,UP4
UKESM1,emiso2_tavg-u-hxy-u,mon,m01s50i216,50,216,TMONMN,DIAG,UP4
UKESM1,emiso2_tavg-u-hxy-u,mon,m01s50i217,50,217,TMONMN,DALLTH,UP4
HadGEM3-GC31,emiso2_tavg-u-hxy-u,mon,m01s50i215,50,215,TMONMN,DIAG,UP4
HadGEM3-GC31,emiso2_tavg-u-hxy-u,mon,m01s50i216,50,216,TMONMN,DIAG,UP4
HadGEM3-GC31,emiso2_tavg-u-hxy-u,mon,m01s50i217,50,217,TMONMN,DALLTH,UP4
UKESM1,emioa_tavg-u-hxy-u,mon,m01s38i209,38,209,TMONMN,DALLTH,UP4
UKESM1,emioa_tavg-u-hxy-u,mon,m01s38i301,38,301,TMONMN,DALLTH,UP4
UKESM1,emioa_tavg-u-hxy-u,mon,m01s38i302,38,302,TMONMN,DALLTH,UP4
UKESM1,emioa_tavg-u-hxy-u,mon,m01s38i303,38,303,TMONMN,DALLTH,UP4
UKESM1,emioa_tavg-u-hxy-u,mon,m01s38i304,38,304,TMONMN,DALLTH,UP4
UKESM1,emioa_tavg-u-hxy-u,mon,m01s38i305,38,305,TMONMN,DALLTH,UP4
UKESM1,emioa_tavg-u-hxy-u,mon,m01s38i208,38,208,TMONMN,DALLTH,UP4
UKESM1,eminox_tavg-u-hxy-u,mon,m01s50i156,50,156,TMONMN,DIAG,UP4
UKESM1,eminox_tavg-u-hxy-u,mon,m01s50i172,50,172,TMONMN,DALLTH,UP4
HadGEM3-GC31,eminox_tavg-u-hxy-u,mon,m01s50i156,50,156,TMONMN,DIAG,UP4
HadGEM3-GC31,eminox_tavg-u-hxy-u,mon,m01s50i172,50,172,TMONMN,DALLTH,UP4
UKESM1,emilnox_tavg-l-hxy-u,mon,m01s50i081,50,081,TMONMN,DALLTH,UP4
UKESM1,emilnox_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,emilnox_tavg-l-hxy-u,mon,m01s50i081,50,081,TMONMN,DALLTH,UP4
HadGEM3-GC31,emilnox_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,emiisop_tavg-u-hxy-u,mon,m01s03i495,3,495,TMONMN,DIAG,UP4
HadGEM3-GC31,emiisop_tavg-u-hxy-u,mon,m01s03i495,3,495,TMONMN,DIAG,UP4
UKESM1,emidust_tavg-u-hxy-u,mon,m01s03i401,3,401,TMONMN,DIAG,UP4
UKESM1,emidust_tavg-u-hxy-u,mon,m01s03i402,3,402,TMONMN,DIAG,UP4
UKESM1,emidust_tavg-u-hxy-u,mon,m01s03i403,3,403,TMONMN,DIAG,UP4
UKESM1,emidust_tavg-u-hxy-u,mon,m01s03i404,3,404,TMONMN,DIAG,UP4
UKESM1,emidust_tavg-u-hxy-u,mon,m01s03i405,3,405,TMONMN,DIAG,UP4
UKESM1,emidust_tavg-u-hxy-u,mon,m01s03i406,3,406,TMONMN,DIAG,UP4
HadGEM3-GC31,emidust_tavg-u-hxy-u,mon,m01s03i401,3,401,TMONMN,DIAG,UP4
HadGEM3-GC31,emidust_tavg-u-hxy-u,mon,m01s03i402,3,402,TMONMN,DIAG,UP4
HadGEM3-GC31,emidust_tavg-u-hxy-u,mon,m01s03i403,3,403,TMONMN,DIAG,UP4
HadGEM3-GC31,emidust_tavg-u-hxy-u,mon,m01s03i404,3,404,TMONMN,DIAG,UP4
HadGEM3-GC31,emidust_tavg-u-hxy-u,mon,m01s03i405,3,405,TMONMN,DIAG,UP4
HadGEM3-GC31,emidust_tavg-u-hxy-u,mon,m01s03i406,3,406,TMONMN,DIAG,UP4
UKESM1,emidms_tavg-u-hxy-u,mon,m01s50i214,50,214,TMONMN,DIAG,UP4
HadGEM3-GC31,emidms_tavg-u-hxy-u,mon,m01s50i214,50,214,TMONMN,DIAG,UP4
UKESM1,emico_tavg-u-hxy-u,mon,m01s50i158,50,158,TMONMN,DIAG,UP4
HadGEM3-GC31,emico_tavg-u-hxy-u,mon,m01s50i158,50,158,TMONMN,DIAG,UP4
UKESM1,emibvoc_tavg-u-hxy-u,mon,m01s03i495,3,495,TMONMN,DIAG,UP4
UKESM1,emibvoc_tavg-u-hxy-u,mon,m01s03i496,3,496,TMONMN,DIAG,UP4
HadGEM3-GC31,emibvoc_tavg-u-hxy-u,mon,m01s03i495,3,495,TMONMN,DIAG,UP4
HadGEM3-GC31,emibvoc_tavg-u-hxy-u,mon,m01s03i496,3,496,TMONMN,DIAG,UP4
UKESM1,emibc_tavg-u-hxy-u,mon,m01s38i207,38,207,TMONMN,DALLTH,UP4
HadGEM3-GC31,emibc_tavg-u-hxy-u,mon,m01s38i207,38,207,TMONMN,DALLTH,UP4
UKESM1,dryss_tavg-u-hxy-u,mon,m01s38i218,38,218,TMONMN,DALLTH,UP4
UKESM1,dryss_tavg-u-hxy-u,mon,m01s38i219,38,219,TMONMN,DALLTH,UP4
UKESM1,dryso4_tavg-u-hxy-u,mon,m01s38i214,38,214,TMONMN,DALLTH,UP4
UKESM1,dryso4_tavg-u-hxy-u,mon,m01s38i215,38,215,TMONMN,DALLTH,UP4
UKESM1,dryso4_tavg-u-hxy-u,mon,m01s38i216,38,216,TMONMN,DALLTH,UP4
UKESM1,dryso4_tavg-u-hxy-u,mon,m01s38i217,38,217,TMONMN,DALLTH,UP4
UKESM1,dryso2_tavg-u-hxy-u,mon,m01s50i154,50,154,TMONMN,DALLTH,UP4
UKESM1,dryoa_tavg-u-hxy-u,mon,m01s38i224,38,224,TMONMN,DALLTH,UP4
UKESM1,dryoa_tavg-u-hxy-u,mon,m01s38i225,38,225,TMONMN,DALLTH,UP4
UKESM1,dryoa_tavg-u-hxy-u,mon,m01s38i226,38,226,TMONMN,DALLTH,UP4
UKESM1,dryoa_tavg-u-hxy-u,mon,m01s38i227,38,227,TMONMN,DALLTH,UP4
UKESM1,dryoa_tavg-u-hxy-u,mon,m01s38i228,38,228,TMONMN,DALLTH,UP4
UKESM1,dryo3_tavg-u-hxy-u,mon,m01s50i131,50,131,TMONMN,DALLTH,UP4
HadGEM3-GC31,dryo3_tavg-u-hxy-u,mon,m01s50i131,50,131,TMONMN,DALLTH,UP4
UKESM1,drydust_tavg-u-hxy-u,mon,m01s03i441,3,441,TMONMN,DIAG,UP4
UKESM1,drydust_tavg-u-hxy-u,mon,m01s03i455,3,455,TMONMN,DIAG,UP4
UKESM1,drydust_tavg-u-hxy-u,mon,m01s03i456,3,456,TMONMN,DIAG,UP4
UKESM1,drydust_tavg-u-hxy-u,mon,m01s03i442,3,442,TMONMN,DIAG,UP4
UKESM1,drydust_tavg-u-hxy-u,mon,m01s03i443,3,443,TMONMN,DIAG,UP4
UKESM1,drydust_tavg-u-hxy-u,mon,m01s03i444,3,444,TMONMN,DIAG,UP4
UKESM1,drydust_tavg-u-hxy-u,mon,m01s03i445,3,445,TMONMN,DIAG,UP4
UKESM1,drydust_tavg-u-hxy-u,mon,m01s03i446,3,446,TMONMN,DIAG,UP4
UKESM1,drydust_tavg-u-hxy-u,mon,m01s03i451,3,451,TMONMN,DIAG,UP4
UKESM1,drydust_tavg-u-hxy-u,mon,m01s03i452,3,452,TMONMN,DIAG,UP4
UKESM1,drydust_tavg-u-hxy-u,mon,m01s03i453,3,453,TMONMN,DIAG,UP4
UKESM1,drydust_tavg-u-hxy-u,mon,m01s03i454,3,454,TMONMN,DIAG,UP4
HadGEM3-GC31,drydust_tavg-u-hxy-u,mon,m01s03i441,3,441,TMONMN,DIAG,UP4
HadGEM3-GC31,drydust_tavg-u-hxy-u,mon,m01s03i455,3,455,TMONMN,DIAG,UP4
HadGEM3-GC31,drydust_tavg-u-hxy-u,mon,m01s03i456,3,456,TMONMN,DIAG,UP4
HadGEM3-GC31,drydust_tavg-u-hxy-u,mon,m01s03i442,3,442,TMONMN,DIAG,UP4
HadGEM3-GC31,drydust_tavg-u-hxy-u,mon,m01s03i443,3,443,TMONMN,DIAG,UP4
HadGEM3-GC31,drydust_tavg-u-hxy-u,mon,m01s03i444,3,444,TMONMN,DIAG,UP4
HadGEM3-GC31,drydust_tavg-u-hxy-u,mon,m01s03i445,3,445,TMONMN,DIAG,UP4
HadGEM3-GC31,drydust_tavg-u-hxy-u,mon,m01s03i446,3,446,TMONMN,DIAG,UP4
HadGEM3-GC31,drydust_tavg-u-hxy-u,mon,m01s03i451,3,451,TMONMN,DIAG,UP4
HadGEM3-GC31,drydust_tavg-u-hxy-u,mon,m01s03i452,3,452,TMONMN,DIAG,UP4
HadGEM3-GC31,drydust_tavg-u-hxy-u,mon,m01s03i453,3,453,TMONMN,DIAG,UP4
HadGEM3-GC31,drydust_tavg-u-hxy-u,mon,m01s03i454,3,454,TMONMN,DIAG,UP4
UKESM1,drybc_tavg-u-hxy-u,mon,m01s38i220,38,220,TMONMN,DALLTH,UP4
UKESM1,drybc_tavg-u-hxy-u,mon,m01s38i221,38,221,TMONMN,DALLTH,UP4
UKESM1,drybc_tavg-u-hxy-u,mon,m01s38i222,38,222,TMONMN,DALLTH,UP4
UKESM1,drybc_tavg-u-hxy-u,mon,m01s38i223,38,223,TMONMN,DALLTH,UP4
UKESM1,dms_tavg-l-hxy-u,mon,m01s34i071,34,071,TMONMN,DALLTH,UP4
UKESM1,dms_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,dms_tavg-l-hxy-u,mon,m01s34i071,34,071,TMONMN,DALLTH,UP4
HadGEM3-GC31,dms_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,cod_tavg-u-hxy-cl,mon,m01s02i332,2,332,TMONMN,DIAG,UP4
UKESM1,cod_tavg-u-hxy-cl,mon,m01s02i334,2,334,TMONMN,DIAG,UP4
HadGEM3-GC31,cod_tavg-u-hxy-cl,mon,m01s02i332,2,332,TMONMN,DIAG,UP4
HadGEM3-GC31,cod_tavg-u-hxy-cl,mon,m01s02i334,2,334,TMONMN,DIAG,UP4
UKESM1,co2_tavg-l-hxy-u,mon,m01s00i252,0,252,TMONMN,DALLTH,UP4
UKESM1,co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,co_tavg-l-hxy-u,mon,m01s34i010,34,010,TMONMN,DALLTH,UP4
UKESM1,co_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,co_tavg-l-hxy-u,mon,m01s34i010,34,010,TMONMN,DALLTH,UP4
HadGEM3-GC31,co_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,chegpso4_tavg-l-hxy-u,mon,m01s50i150,50,150,TMONMN,DALLTH,UP4
UKESM1,chegpso4_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,chegpso4_tavg-l-hxy-u,mon,m01s50i150,50,150,TMONMN,DALLTH,UP4
HadGEM3-GC31,chegpso4_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,cheaqpso4_tavg-l-hxy-u,mon,m01s38i201,38,201,TMONMN,DALLTH,UP4
UKESM1,cheaqpso4_tavg-l-hxy-u,mon,m01s38i202,38,202,TMONMN,DALLTH,UP4
UKESM1,cheaqpso4_tavg-l-hxy-u,mon,m01s38i203,38,203,TMONMN,DALLTH,UP4
UKESM1,cheaqpso4_tavg-l-hxy-u,mon,m01s38i285,38,285,TMONMN,DALLTH,UP4
UKESM1,cheaqpso4_tavg-l-hxy-u,mon,m01s38i286,38,286,TMONMN,DALLTH,UP4
UKESM1,cheaqpso4_tavg-l-hxy-u,mon,m01s38i288,38,288,TMONMN,DALLTH,UP4
UKESM1,cheaqpso4_tavg-l-hxy-u,mon,m01s38i289,38,289,TMONMN,DALLTH,UP4
UKESM1,cheaqpso4_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,cheaqpso4_tavg-l-hxy-u,mon,m01s38i201,38,201,TMONMN,DALLTH,UP4
HadGEM3-GC31,cheaqpso4_tavg-l-hxy-u,mon,m01s38i202,38,202,TMONMN,DALLTH,UP4
HadGEM3-GC31,cheaqpso4_tavg-l-hxy-u,mon,m01s38i203,38,203,TMONMN,DALLTH,UP4
HadGEM3-GC31,cheaqpso4_tavg-l-hxy-u,mon,m01s38i285,38,285,TMONMN,DALLTH,UP4
HadGEM3-GC31,cheaqpso4_tavg-l-hxy-u,mon,m01s38i286,38,286,TMONMN,DALLTH,UP4
HadGEM3-GC31,cheaqpso4_tavg-l-hxy-u,mon,m01s38i288,38,288,TMONMN,DALLTH,UP4
HadGEM3-GC31,cheaqpso4_tavg-l-hxy-u,mon,m01s38i289,38,289,TMONMN,DALLTH,UP4
HadGEM3-GC31,cheaqpso4_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,ch4_tavg-l-hxy-u,mon,m01s34i009,34,009,TMONMN,DALLTH,UP4
UKESM1,ch4_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,ch4_tavg-l-hxy-u,mon,m01s34i009,34,009,TMONMN,DALLTH,UP4
HadGEM3-GC31,ch4_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,ch3coch3_tavg-l-hxy-u,mon,m01s34i022,34,022,TMONMN,DALLTH,UP4
UKESM1,ch3coch3_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,ch3coch3_tavg-l-hxy-u,mon,m01s34i022,34,022,TMONMN,DALLTH,UP4
HadGEM3-GC31,ch3coch3_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,cdnc_tavg-l-hxy-u,mon,m01s01i223,1,223,TMONMN,DALLTH,UP4
UKESM1,cdnc_tavg-l-hxy-u,mon,m01s01i241,1,241,TMONMN,DALLTH,UP4
UKESM1,cdnc_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,cdnc_tavg-l-hxy-u,mon,m01s01i223,1,223,TMONMN,DALLTH,UP4
HadGEM3-GC31,cdnc_tavg-l-hxy-u,mon,m01s01i241,1,241,TMONMN,DALLTH,UP4
HadGEM3-GC31,cdnc_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,c3h8_tavg-l-hxy-u,mon,m01s34i018,34,018,TMONMN,DALLTH,UP4
UKESM1,c3h8_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,c3h8_tavg-l-hxy-u,mon,m01s34i018,34,018,TMONMN,DALLTH,UP4
HadGEM3-GC31,c3h8_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,c2h6_tavg-l-hxy-u,mon,m01s34i014,34,014,TMONMN,DALLTH,UP4
UKESM1,c2h6_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,c2h6_tavg-l-hxy-u,mon,m01s34i014,34,014,TMONMN,DALLTH,UP4
HadGEM3-GC31,c2h6_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,bldep_tavg-u-hxy-u,mon,m01s03i304,3,304,TMONMN,DIAG,UP4
HadGEM3-GC31,bldep_tavg-u-hxy-u,mon,m01s03i304,3,304,TMONMN,DIAG,UP4
UKESM1,airmass_tavg-l-hxy-u,mon,m01s50i063,50,063,TMONMN,DALLTH,UP4
UKESM1,airmass_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,airmass_tavg-l-hxy-u,mon,m01s50i063,50,063,TMONMN,DALLTH,UP4
HadGEM3-GC31,airmass_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,abs550aer_tavg-u-hxy-u,mon,m01s02i240,2,240,TMONMN,DIAGAOT,UP4
UKESM1,abs550aer_tavg-u-hxy-u,mon,m01s02i241,2,241,TMONMN,DIAGAOT,UP4
UKESM1,abs550aer_tavg-u-hxy-u,mon,m01s02i242,2,242,TMONMN,DIAGAOT,UP4
UKESM1,abs550aer_tavg-u-hxy-u,mon,m01s02i243,2,243,TMONMN,DIAGAOT,UP4
UKESM1,abs550aer_tavg-u-hxy-u,mon,m01s02i585,2,585,TMONMN,DIAGAOT,UP4
HadGEM3-GC31,abs550aer_tavg-u-hxy-u,mon,m01s02i240,2,240,TMONMN,DIAGAOT,UP4
HadGEM3-GC31,abs550aer_tavg-u-hxy-u,mon,m01s02i241,2,241,TMONMN,DIAGAOT,UP4
HadGEM3-GC31,abs550aer_tavg-u-hxy-u,mon,m01s02i242,2,242,TMONMN,DIAGAOT,UP4
HadGEM3-GC31,abs550aer_tavg-u-hxy-u,mon,m01s02i243,2,243,TMONMN,DIAGAOT,UP4
HadGEM3-GC31,abs550aer_tavg-u-hxy-u,mon,m01s02i585,2,585,TMONMN,DIAGAOT,UP4
UKESM1,tas_tavg-h2m-hxy-u,1hr,m01s03i236,3,236,T1HRMN,DIAG,UP9
HadGEM3-GC31,tas_tavg-h2m-hxy-u,1hr,m01s03i236,3,236,T1HRMN,DIAG,UP9
UKESM1,sfo3_tavg-u-hm-u,1hr,m01s34i001,34,001,T1HRMN,DALLTH,UP9
HadGEM3-GC31,sfo3_tavg-u-hm-u,1hr,m01s34i001,34,001,T1HRMN,DALLTH,UP9
UKESM1,sfno2_tavg-u-hm-u,1hr,m01s34i996,34,996,T1HRMN,DALLTH,UP9
HadGEM3-GC31,sfno2_tavg-u-hm-u,1hr,m01s34i996,34,996,T1HRMN,DALLTH,UP9
UKESM1,ps_tavg-u-hxy-u,1hr,m01s00i409,0,409,T1HRMN,DIAG,UP9
HadGEM3-GC31,ps_tavg-u-hxy-u,1hr,m01s00i409,0,409,T1HRMN,DIAG,UP9
UKESM1,zg_tavg-500hPa-hxy-air,day,m01s30i297,30,297,TDAYMN,DP500,UP6
UKESM1,zg_tavg-500hPa-hxy-air,day,m01s30i304,30,304,TDAYMN,DP500,UP6
HadGEM3-GC31,zg_tavg-500hPa-hxy-air,day,m01s30i297,30,297,TDAYMN,DP500,UP6
HadGEM3-GC31,zg_tavg-500hPa-hxy-air,day,m01s30i304,30,304,TDAYMN,DP500,UP6
UKESM1,zg_tavg-1000hPa-hxy-air,day,m01s30i297,30,297,TDAYMN,DP1000,UP6
UKESM1,zg_tavg-1000hPa-hxy-air,day,m01s30i304,30,304,TDAYMN,DP1000,UP6
HadGEM3-GC31,zg_tavg-1000hPa-hxy-air,day,m01s30i297,30,297,TDAYMN,DP1000,UP6
HadGEM3-GC31,zg_tavg-1000hPa-hxy-air,day,m01s30i304,30,304,TDAYMN,DP1000,UP6
UKESM1,zg_tavg-10hPa-hxy-air,day,m01s30i297,30,297,TDAYMN,DP10,UP6
UKESM1,zg_tavg-10hPa-hxy-air,day,m01s30i304,30,304,TDAYMN,DP10,UP6
HadGEM3-GC31,zg_tavg-10hPa-hxy-air,day,m01s30i297,30,297,TDAYMN,DP10,UP6
HadGEM3-GC31,zg_tavg-10hPa-hxy-air,day,m01s30i304,30,304,TDAYMN,DP10,UP6
UKESM1,ua_tavg-10hPa-hxy-air,day,m01s30i201,30,201,TDAYMN,DP10,UP6
UKESM1,ua_tavg-10hPa-hxy-air,day,m01s30i301,30,301,TDAYMN,DP10,UP6
UKESM1,ua_tavg-10hPa-hxy-air,day,m01s30i202,30,202,TDAYMN,DP10,UP6
HadGEM3-GC31,ua_tavg-10hPa-hxy-air,day,m01s30i201,30,201,TDAYMN,DP10,UP6
HadGEM3-GC31,ua_tavg-10hPa-hxy-air,day,m01s30i301,30,301,TDAYMN,DP10,UP6
HadGEM3-GC31,ua_tavg-10hPa-hxy-air,day,m01s30i202,30,202,TDAYMN,DP10,UP6
UKESM1,toz_tavg-u-hxy-u,day,m01s50i219,50,219,TDAYMN,DALLTH,UP6
HadGEM3-GC31,toz_tavg-u-hxy-u,day,m01s50i219,50,219,TDAYMN,DALLTH,UP6
UKESM1,sfo3max_tstat-u-hm-u,day,m01s34i001,34,001,TDAYMAX,DALLTH,UP6
HadGEM3-GC31,sfo3max_tstat-u-hm-u,day,m01s34i001,34,001,TDAYMAX,DALLTH,UP6
UKESM1,od550aer_tavg-u-hxy-u,day,m01s02i285,2,285,TDAYMN,DIAGAOT,UP6
UKESM1,od550aer_tavg-u-hxy-u,day,m01s02i300,2,300,TDAYMN,DIAGAOT,UP6
UKESM1,od550aer_tavg-u-hxy-u,day,m01s02i301,2,301,TDAYMN,DIAGAOT,UP6
UKESM1,od550aer_tavg-u-hxy-u,day,m01s02i302,2,302,TDAYMN,DIAGAOT,UP6
UKESM1,od550aer_tavg-u-hxy-u,day,m01s02i303,2,303,TDAYMN,DIAGAOT,UP6
HadGEM3-GC31,od550aer_tavg-u-hxy-u,day,m01s02i285,2,285,TDAYMN,DIAGAOT,UP6
HadGEM3-GC31,od550aer_tavg-u-hxy-u,day,m01s02i300,2,300,TDAYMN,DIAGAOT,UP6
HadGEM3-GC31,od550aer_tavg-u-hxy-u,day,m01s02i301,2,301,TDAYMN,DIAGAOT,UP6
HadGEM3-GC31,od550aer_tavg-u-hxy-u,day,m01s02i302,2,302,TDAYMN,DIAGAOT,UP6
HadGEM3-GC31,od550aer_tavg-u-hxy-u,day,m01s02i303,2,303,TDAYMN,DIAGAOT,UP6
UKESM1,bldepmin_tstat-u-hxy-u,day,m01s03i304,3,304,TDAYMIN,DIAG,UP6
HadGEM3-GC31,bldepmin_tstat-u-hxy-u,day,m01s03i304,3,304,TDAYMIN,DIAG,UP6
UKESM1,bldepmax_tstat-u-hxy-u,day,m01s03i304,3,304,TDAYMAX,DIAG,UP6
HadGEM3-GC31,bldepmax_tstat-u-hxy-u,day,m01s03i304,3,304,TDAYMAX,DIAG,UP6
UKESM1,cod_tavg-u-hxy-cl,day,m01s02i332,2,332,TDAYMN,DIAG,UP6
UKESM1,cod_tavg-u-hxy-cl,day,m01s02i334,2,334,TDAYMN,DIAG,UP6
HadGEM3-GC31,cod_tavg-u-hxy-cl,day,m01s02i332,2,332,TDAYMN,DIAG,UP6
HadGEM3-GC31,cod_tavg-u-hxy-cl,day,m01s02i334,2,334,TDAYMN,DIAG,UP6
UKESM1,zg_tpt-p7h-hxy-air,6hr,m01s30i297,30,297,T6HR,PLEV7H,UP7
UKESM1,zg_tpt-p7h-hxy-air,6hr,m01s30i304,30,304,T6HR,PLEV7H,UP7
HadGEM3-GC31,zg_tpt-p7h-hxy-air,6hr,m01s30i297,30,297,T6HR,PLEV7H,UP7
